"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 20, 2017","216.19","216.57","216.58","215.71","1.37M","-0.06%"
"Jul 19, 2017","216.32","215.89","216.34","215.66","1.79M","0.29%"
"Jul 18, 2017","215.70","215.66","215.81","214.63","2.25M","-0.24%"
"Jul 17, 2017","216.22","216.32","216.49","216.04","2.29M","-0.02%"
"Jul 14, 2017","216.26","215.30","216.68","215.11","2.40M","0.37%"
"Jul 13, 2017","215.46","215.30","215.56","215.00","1.59M","0.11%"
"Jul 12, 2017","215.23","214.98","215.70","214.89","2.10M","0.58%"
"Jul 11, 2017","213.98","213.91","214.29","212.68","1.58M","-0.00%"
"Jul 10, 2017","213.99","213.68","214.35","213.54","1.16M","-0.03%"
"Jul 07, 2017","214.05","213.54","214.16","213.42","1.33M","0.43%"
"Jul 06, 2017","213.14","214.09","214.25","212.94","2.30M","-0.67%"
"Jul 05, 2017","214.58","214.74","214.83","213.83","1.80M","0.04%"
"Jul 03, 2017","214.49","213.95","215.38","213.88","2.14M","0.59%"
"Jun 30, 2017","213.24","213.15","213.99","212.97","2.22M","0.30%"
"Jun 29, 2017","212.61","214.52","214.55","211.70","4.37M","-0.76%"
"Jun 28, 2017","214.24","213.58","214.53","213.58","4.69M","0.62%"
"Jun 27, 2017","212.93","213.71","214.13","212.87","1.98M","-0.44%"
"Jun 26, 2017","213.87","214.29","214.76","213.53","1.94M","0.06%"
"Jun 23, 2017","213.74","213.44","213.95","213.06","1.35M","0.00%"
"Jun 22, 2017","213.73","214.08","214.29","213.66","2.70M","-0.07%"
"Jun 21, 2017","213.89","214.65","214.67","213.64","2.13M","-0.24%"
"Jun 20, 2017","214.40","214.89","215.07","214.37","1.76M","-0.24%"
"Jun 19, 2017","214.92","214.36","215.01","214.08","2.10M","0.64%"
"Jun 16, 2017","213.56","213.33","213.58","212.82","2.37M","-0.06%"
"Jun 15, 2017","213.69","212.89","213.80","212.75","2.57M","-0.07%"
"Jun 14, 2017","213.84","213.78","214.00","212.98","5.42M","0.22%"
"Jun 13, 2017","213.37","212.80","213.39","212.75","2.43M","0.46%"
"Jun 12, 2017","212.40","212.46","212.78","211.88","3.68M","-0.13%"
"Jun 09, 2017","212.67","212.15","213.07","211.59","4.27M","0.38%"
"Jun 08, 2017","211.86","211.62","212.70","211.39","2.03M","0.07%"
"Jun 07, 2017","211.72","211.69","211.92","211.14","1.55M","0.17%"
"Jun 06, 2017","211.37","211.33","211.78","211.17","2.10M","-0.23%"
"Jun 05, 2017","211.86","211.86","212.21","211.64","1.92M","-0.02%"
"Jun 02, 2017","211.91","211.45","212.21","211.27","2.31M","0.24%"
"Jun 01, 2017","211.40","210.27","211.40","209.91","1.83M","0.67%"
"May 31, 2017","210.00","210.41","210.41","209.32","1.58M","-0.10%"
"May 30, 2017","210.21","210.21","210.52","209.97","1.07M","-0.16%"
"May 26, 2017","210.54","210.54","210.72","210.32","1.15M","-0.02%"
"May 25, 2017","210.58","210.52","210.92","210.30","2.20M","0.36%"
"May 24, 2017","209.82","209.32","209.96","209.07","3.48M","0.33%"
"May 23, 2017","209.12","209.10","209.35","208.69","3.46M","0.23%"
"May 22, 2017","208.65","208.32","208.87","208.32","2.25M","0.42%"
"May 19, 2017","207.77","206.75","208.31","206.58","4.89M","0.39%"
"May 18, 2017","206.96","206.03","207.96","205.85","6.65M","0.24%"
"May 17, 2017","206.47","208.12","208.59","206.37","5.72M","-1.66%"
"May 16, 2017","209.95","210.32","210.46","209.46","1.75M","0.01%"
"May 15, 2017","209.93","209.40","210.13","209.40","1.82M","0.44%"
"May 12, 2017","209.01","208.97","209.28","208.82","1.58M","-0.13%"
"May 11, 2017","209.28","209.14","209.45","208.10","3.09M","-0.10%"
"May 10, 2017","209.48","209.19","209.81","208.90","1.39M","-0.07%"
"May 09, 2017","209.62","210.14","210.32","209.22","1.57M","-0.14%"
"May 08, 2017","209.92","209.70","210.02","209.53","2.31M","0.07%"
"May 05, 2017","209.77","209.07","209.78","208.76","1.67M","0.28%"
"May 04, 2017","209.19","209.65","209.65","208.20","2.64M","-0.01%"
"May 03, 2017","209.22","208.87","209.47","208.47","1.83M","0.04%"
"May 02, 2017","209.13","209.10","209.30","208.75","1.36M","0.10%"
"May 01, 2017","208.92","209.49","209.49","208.70","1.89M","-0.08%"
"Apr 28, 2017","209.08","209.63","209.63","208.97","1.93M","-0.23%"
"Apr 27, 2017","209.56","209.73","209.77","209.06","1.95M","0.04%"
"Apr 26, 2017","209.47","209.81","210.43","209.44","2.87M","-0.10%"
"Apr 25, 2017","209.68","208.95","209.98","208.84","3.48M","1.11%"
"Apr 24, 2017","207.38","207.33","207.63","207.03","3.22M","1.04%"
"Apr 21, 2017","205.25","205.51","205.73","204.77","3.03M","-0.22%"
"Apr 20, 2017","205.70","204.35","206.21","204.17","3.87M","0.91%"
"Apr 19, 2017","203.85","205.26","205.30","203.64","3.61M","-0.60%"
"Apr 18, 2017","205.08","205.36","205.81","204.42","2.50M","-0.53%"
"Apr 17, 2017","206.17","204.93","206.26","204.86","2.26M","0.88%"
"Apr 13, 2017","204.37","205.34","205.94","204.36","3.61M","-0.63%"
"Apr 12, 2017","205.67","206.30","206.30","205.35","2.18M","-0.32%"
"Apr 11, 2017","206.33","206.22","206.42","204.94","3.51M","-0.03%"
"Apr 10, 2017","206.39","206.49","207.32","205.95","2.40M","0.00%"
"Apr 07, 2017","206.38","206.19","207.07","205.89","2.61M","-0.03%"
"Apr 06, 2017","206.45","206.45","207.29","205.92","3.19M","0.09%"
"Apr 05, 2017","206.26","207.59","208.65","206.16","4.11M","-0.19%"
"Apr 04, 2017","206.65","206.02","206.77","205.81","2.56M","0.19%"
"Apr 03, 2017","206.25","206.52","206.63","204.88","4.44M","-0.04%"
"Mar 31, 2017","206.34","206.72","206.93","206.30","4.18M","-0.30%"
"Mar 30, 2017","206.96","206.30","207.26","206.15","2.85M","0.32%"
"Mar 29, 2017","206.31","206.53","206.56","205.94","2.32M","-0.21%"
"Mar 28, 2017","206.75","205.08","207.07","204.91","3.54M","0.74%"
"Mar 27, 2017","205.23","204.18","205.50","203.81","4.56M","-0.25%"
"Mar 24, 2017","205.75","206.58","206.90","205.00","4.05M","-0.27%"
"Mar 23, 2017","206.31","206.03","207.30","205.91","3.84M","-0.05%"
"Mar 22, 2017","206.41","205.96","206.57","205.50","3.90M","0.03%"
"Mar 21, 2017","206.35","209.33","209.43","206.25","6.19M","-1.18%"
"Mar 20, 2017","208.81","208.85","209.27","208.56","3.31M","-0.02%"
"Mar 17, 2017","208.86","209.53","209.53","208.83","2.87M","-0.28%"
"Mar 16, 2017","209.44","210.17","210.17","209.05","3.02M","-0.07%"
"Mar 15, 2017","209.58","208.83","209.91","208.71","5.74M","0.50%"
"Mar 14, 2017","208.54","208.57","208.88","207.98","4.43M","-0.19%"
"Mar 13, 2017","208.94","209.13","209.34","208.59","2.26M","-0.10%"
"Mar 10, 2017","209.15","209.69","209.70","208.36","3.00M","0.23%"
"Mar 09, 2017","208.67","208.74","209.09","207.87","4.43M","0.03%"
"Mar 08, 2017","208.61","209.58","209.61","208.43","3.17M","-0.27%"
"Mar 07, 2017","209.17","209.21","209.66","208.97","2.74M","-0.15%"
"Mar 06, 2017","209.48","209.26","209.77","209.02","2.52M","-0.20%"
"Mar 03, 2017","209.91","210.06","210.32","209.41","2.59M","0.01%"
"Mar 02, 2017","209.89","211.19","211.19","209.84","3.34M","-0.54%"
"Mar 01, 2017","211.02","209.92","211.59","209.88","7.85M","1.46%"
"Feb 28, 2017","207.98","208.11","208.31","207.68","2.82M","-0.15%"
"Feb 27, 2017","208.29","207.73","208.37","207.61","3.43M","0.17%"
"Feb 24, 2017","207.93","207.08","207.95","207.07","3.70M","0.05%"
"Feb 23, 2017","207.82","208.06","208.15","207.21","3.18M","0.18%"
"Feb 22, 2017","207.45","206.73","207.53","206.64","2.25M","0.18%"
"Feb 21, 2017","207.07","206.56","207.30","206.42","3.08M","0.58%"
"Feb 17, 2017","205.88","205.03","205.92","205.02","5.75M","-0.29%"
"Feb 16, 2017","206.48","206.55","206.72","205.85","4.59M","0.05%"
"Feb 15, 2017","206.38","205.39","206.49","205.29","3.65M","0.59%"
"Feb 14, 2017","205.17","204.06","205.18","203.94","3.59M","0.48%"
"Feb 13, 2017","204.20","203.32","204.47","203.32","2.64M","0.72%"
"Feb 10, 2017","202.74","202.30","203.00","202.07","2.88M","0.51%"
"Feb 09, 2017","201.72","200.82","202.11","200.77","3.49M","0.60%"
"Feb 08, 2017","200.51","200.50","200.69","200.15","2.29M","-0.03%"
"Feb 07, 2017","200.58","200.89","201.30","200.43","2.61M","0.15%"
"Feb 06, 2017","200.28","200.03","200.70","199.78","2.77M","-0.05%"
"Feb 03, 2017","200.38","199.58","200.57","199.44","4.86M","0.89%"
"Feb 02, 2017","198.61","198.16","198.97","198.02","2.64M","-0.01%"
"Feb 01, 2017","198.63","199.13","199.40","198.20","3.68M","0.14%"
"Jan 31, 2017","198.36","198.72","198.89","197.56","4.63M","-0.51%"
"Jan 30, 2017","199.38","199.83","199.90","198.42","4.72M","-0.62%"
"Jan 27, 2017","200.63","200.69","200.87","200.45","3.58M","-0.04%"
"Jan 26, 2017","200.72","200.60","200.97","200.42","4.00M","0.15%"
"Jan 25, 2017","200.42","200.01","200.55","199.75","4.88M","0.79%"
"Jan 24, 2017","198.84","197.79","199.22","197.62","5.21M","0.54%"
"Jan 23, 2017","197.78","197.86","198.11","197.04","3.25M","-0.09%"
"Jan 20, 2017","197.96","197.53","198.20","197.31","7.00M","0.34%"
"Jan 19, 2017","197.28","198.03","198.16","196.69","3.05M","-0.34%"
"Jan 18, 2017","197.95","198.08","198.23","197.30","4.63M","-0.07%"
"Jan 17, 2017","198.09","198.27","198.65","197.59","3.33M","-0.31%"
"Jan 13, 2017","198.70","198.91","199.35","198.32","3.47M","-0.03%"
"Jan 12, 2017","198.75","198.88","198.91","197.53","3.87M","-0.29%"
"Jan 11, 2017","199.33","198.63","199.57","198.15","5.21M","0.47%"
"Jan 10, 2017","198.40","198.72","199.41","198.21","3.03M","-0.18%"
"Jan 09, 2017","198.76","199.09","199.27","198.75","2.30M","-0.38%"
"Jan 06, 2017","199.51","198.73","199.83","198.17","4.32M","0.38%"
"Jan 05, 2017","198.75","198.95","199.26","197.90","4.12M","-0.20%"
"Jan 04, 2017","199.15","198.76","199.36","198.60","4.82M","0.37%"
"Jan 03, 2017","198.42","198.91","199.10","197.48","6.67M","0.46%"
"Dec 30, 2016","197.51","198.25","198.27","196.92","4.28M","-0.24%"
"Dec 29, 2016","197.99","197.99","198.52","197.63","3.02M","-0.05%"
"Dec 28, 2016","198.08","199.52","199.56","198.00","3.82M","-0.57%"
"Dec 27, 2016","199.21","199.16","199.54","199.13","2.34M","0.08%"
"Dec 23, 2016","199.05","198.96","199.06","198.73","1.37M","0.04%"
"Dec 22, 2016","198.97","199.10","199.17","198.58","2.25M","-0.10%"
"Dec 21, 2016","199.16","199.43","199.61","199.14","2.52M","-0.13%"
"Dec 20, 2016","199.42","199.16","199.61","199.06","3.06M","0.41%"
"Dec 19, 2016","198.60","198.30","198.90","198.21","2.73M","0.21%"
"Dec 16, 2016","198.19","198.70","198.97","197.94","4.47M","-0.24%"
"Dec 15, 2016","198.66","198.54","199.68","198.34","6.03M","0.26%"
"Dec 14, 2016","198.14","198.97","199.83","197.61","7.46M","-0.55%"
"Dec 13, 2016","199.23","198.96","199.72","198.64","5.36M","0.58%"
"Dec 12, 2016","198.08","197.84","198.39","197.68","3.79M","0.20%"
"Dec 09, 2016","197.69","196.44","197.72","196.37","4.39M","0.72%"
"Dec 08, 2016","196.28","195.83","196.80","195.41","7.03M","0.41%"
"Dec 07, 2016","195.48","192.47","195.69","192.42","7.24M","1.55%"
"Dec 06, 2016","192.49","192.16","192.57","191.87","2.67M","0.14%"
"Dec 05, 2016","192.22","192.48","192.78","191.89","2.93M","0.25%"
"Dec 02, 2016","191.74","191.91","191.98","191.43","2.77M","-0.08%"
"Dec 01, 2016","191.90","191.84","192.16","191.57","8.32M","0.26%"
"Nov 30, 2016","191.40","191.97","192.25","191.34","4.77M","0.11%"
"Nov 29, 2016","191.19","190.83","191.42","190.68","2.26M","0.21%"
"Nov 28, 2016","190.78","190.93","191.21","190.52","3.16M","-0.27%"
"Nov 25, 2016","191.30","191.09","191.34","190.98","1.55M","0.37%"
"Nov 23, 2016","190.59","189.93","190.64","189.87","2.47M","0.30%"
"Nov 22, 2016","190.02","189.92","190.25","189.42","2.76M","0.36%"
"Nov 21, 2016","189.34","188.88","189.41","188.60","3.00M","0.47%"
"Nov 18, 2016","188.46","188.90","188.96","188.32","4.36M","-0.44%"
"Nov 17, 2016","189.30","189.09","189.33","188.74","4.21M","0.17%"
"Nov 16, 2016","188.98","188.79","189.18","188.53","3.46M","-0.19%"
"Nov 15, 2016","189.34","188.76","189.35","188.14","3.75M","0.30%"
"Nov 14, 2016","188.77","189.11","189.39","188.20","4.80M","0.16%"
"Nov 11, 2016","188.47","187.95","188.63","187.41","5.00M","0.18%"
"Nov 10, 2016","188.13","186.83","188.82","186.35","8.75M","1.17%"
"Nov 09, 2016","185.96","181.93","186.55","181.75","8.36M","1.41%"
"Nov 08, 2016","183.38","182.20","184.04","182.02","3.44M","0.56%"
"Nov 07, 2016","182.36","181.17","182.45","181.05","3.40M","2.04%"
"Nov 04, 2016","178.71","179.11","179.67","178.64","4.34M","-0.22%"
"Nov 03, 2016","179.11","179.70","179.89","178.84","1.97M","-0.13%"
"Nov 02, 2016","179.35","179.66","180.21","179.05","3.55M","-0.43%"
"Nov 01, 2016","180.12","181.52","181.52","179.14","3.62M","-0.58%"
"Oct 31, 2016","181.17","181.58","181.70","181.05","1.42M","-0.10%"
"Oct 28, 2016","181.36","181.82","182.32","180.67","3.73M","-0.09%"
"Oct 27, 2016","181.53","182.30","182.35","181.23","2.03M","-0.13%"
"Oct 26, 2016","181.77","180.60","182.12","180.35","5.38M","0.16%"
"Oct 25, 2016","181.48","181.82","182.17","181.25","3.35M","-0.26%"
"Oct 24, 2016","181.96","182.36","182.50","181.65","1.91M","0.41%"
"Oct 21, 2016","181.22","180.60","181.45","180.23","5.61M","-0.18%"
"Oct 20, 2016","181.54","181.72","182.45","181.22","2.36M","-0.25%"
"Oct 19, 2016","182.00","181.85","182.41","181.57","1.50M","0.35%"
"Oct 18, 2016","181.37","181.94","182.10","181.12","1.72M","0.36%"
"Oct 17, 2016","180.72","181.17","181.51","180.45","1.80M","-0.31%"
"Oct 14, 2016","181.29","182.00","182.46","181.21","2.70M","0.25%"
"Oct 13, 2016","180.84","180.13","181.22","179.43","3.46M","-0.29%"
"Oct 12, 2016","181.37","181.00","181.80","180.66","1.92M","0.09%"
"Oct 11, 2016","181.20","182.86","182.89","180.45","3.95M","-1.05%"
"Oct 10, 2016","183.12","183.20","183.85","183.04","1.88M","0.49%"
"Oct 07, 2016","182.22","182.80","182.99","181.32","2.53M","-0.16%"
"Oct 06, 2016","182.52","182.34","182.74","181.47","2.37M","-0.08%"
"Oct 05, 2016","182.66","182.16","183.02","182.11","1.82M","0.65%"
"Oct 04, 2016","181.48","182.62","182.93","180.94","2.81M","-0.46%"
"Oct 03, 2016","182.32","182.31","182.57","181.78","1.99M","-0.25%"
"Sep 30, 2016","182.78","182.13","183.44","181.97","4.58M","0.86%"
"Sep 29, 2016","181.22","182.82","183.42","180.65","3.38M","-1.03%"
"Sep 28, 2016","183.10","182.36","183.23","181.52","6.41M","0.60%"
"Sep 27, 2016","182.00","180.58","182.14","180.24","3.72M","0.69%"
"Sep 26, 2016","180.75","181.51","181.55","180.58","2.64M","-0.92%"
"Sep 23, 2016","182.42","183.41","183.52","182.29","1.74M","-0.68%"
"Sep 22, 2016","183.66","183.66","184.26","183.32","2.32M","0.55%"
"Sep 21, 2016","182.66","181.66","182.84","180.96","4.50M","0.89%"
"Sep 20, 2016","181.05","181.81","182.04","181.03","2.00M","0.04%"
"Sep 19, 2016","180.98","181.88","182.32","180.67","2.26M","0.01%"
"Sep 16, 2016","180.97","181.50","181.50","180.44","2.84M","-0.71%"
"Sep 15, 2016","182.26","180.37","182.62","180.23","3.99M","1.01%"
"Sep 14, 2016","180.43","180.84","181.74","180.01","2.99M","-0.20%"
"Sep 13, 2016","180.80","182.06","182.32","180.38","7.48M","-1.36%"
"Sep 12, 2016","183.30","180.09","183.64","179.93","7.06M","1.32%"
"Sep 09, 2016","180.91","183.57","183.75","180.91","8.24M","-2.12%"
"Sep 08, 2016","184.82","184.68","185.11","184.48","2.23M","-0.27%"
"Sep 07, 2016","185.32","185.37","185.40","184.78","1.80M","0.00%"
"Sep 06, 2016","185.32","185.11","185.49","184.45","2.15M","0.25%"
"Sep 02, 2016","184.86","184.94","185.42","184.32","2.65M","0.41%"
"Sep 01, 2016","184.10","183.73","184.28","182.90","3.00M","0.09%"
"Aug 31, 2016","183.94","184.25","184.36","183.27","1.88M","-0.31%"
"Aug 30, 2016","184.51","184.93","185.15","184.02","1.87M","-0.17%"
"Aug 29, 2016","184.83","183.83","185.04","183.83","2.23M","0.55%"
"Aug 26, 2016","183.82","184.62","185.54","183.14","3.40M","-0.30%"
"Aug 25, 2016","184.37","184.28","184.79","184.10","2.03M","-0.16%"
"Aug 24, 2016","184.66","185.06","185.20","184.28","1.88M","-0.35%"
"Aug 23, 2016","185.30","185.70","186.13","185.25","1.65M","0.10%"
"Aug 22, 2016","185.12","184.95","185.51","184.46","3.15M","-0.11%"
"Aug 19, 2016","185.32","185.30","185.65","184.72","2.37M","-0.55%"
"Aug 18, 2016","186.34","185.97","186.41","185.72","2.57M","0.13%"
"Aug 17, 2016","186.10","185.77","186.22","185.09","2.95M","0.18%"
"Aug 16, 2016","185.76","186.17","186.37","185.72","1.61M","-0.41%"
"Aug 15, 2016","186.52","186.40","186.88","186.33","1.56M","0.33%"
"Aug 12, 2016","185.90","186.14","186.25","185.52","2.51M","-0.21%"
"Aug 11, 2016","186.30","185.70","186.58","185.60","2.19M","0.64%"
"Aug 10, 2016","185.12","185.40","185.78","184.84","1.62M","-0.12%"
"Aug 09, 2016","185.35","185.38","185.86","185.06","1.90M","0.04%"
"Aug 08, 2016","185.28","185.50","185.70","185.02","2.08M","0.01%"
"Aug 05, 2016","185.26","184.40","185.28","183.43","4.19M","0.99%"
"Aug 04, 2016","183.45","183.50","183.89","183.15","2.37M","0.05%"
"Aug 03, 2016","183.36","182.85","183.43","182.71","3.01M","0.21%"
"Aug 02, 2016","182.97","183.70","183.88","182.31","5.14M","-0.49%"
"Aug 01, 2016","183.87","184.35","184.52","183.38","3.30M","-0.14%"
"Jul 29, 2016","184.13","183.85","184.50","183.54","4.21M","-0.14%"
"Jul 28, 2016","184.38","184.28","184.66","183.52","2.91M","-0.11%"
"Jul 27, 2016","184.58","185.14","185.28","184.11","4.15M","-0.01%"
"Jul 26, 2016","184.60","184.61","185.02","183.70","4.74M","-0.11%"
"Jul 25, 2016","184.81","185.27","185.30","184.37","2.32M","-0.38%"
"Jul 22, 2016","185.51","185.00","185.57","184.76","3.08M","0.29%"
"Jul 21, 2016","184.98","185.54","185.73","184.54","2.84M","-0.43%"
"Jul 20, 2016","185.78","185.90","186.08","185.39","2.16M","0.19%"
"Jul 19, 2016","185.42","185.01","185.42","184.82","2.05M","0.18%"
"Jul 18, 2016","185.08","184.83","185.38","184.71","2.13M","0.11%"
"Jul 15, 2016","184.88","185.35","185.50","184.45","3.84M","-0.04%"
"Jul 14, 2016","184.96","185.06","185.27","184.57","3.35M","0.74%"
"Jul 13, 2016","183.60","183.68","183.80","183.05","2.39M","0.11%"
"Jul 12, 2016","183.39","183.01","183.62","182.78","3.13M","0.70%"
"Jul 11, 2016","182.12","181.86","182.72","181.78","2.36M","0.45%"
"Jul 08, 2016","181.30","180.01","181.56","179.98","5.18M","1.40%"
"Jul 07, 2016","178.79","179.15","179.72","178.04","2.34M","-0.11%"
"Jul 06, 2016","178.98","177.61","179.10","176.96","5.40M","0.43%"
"Jul 05, 2016","178.21","178.58","178.68","177.66","3.23M","-0.61%"
"Jul 01, 2016","179.31","178.78","179.80","178.78","4.00M","0.17%"
"Jun 30, 2016","179.00","177.05","179.08","176.86","5.07M","1.34%"
"Jun 29, 2016","176.64","175.16","176.82","175.00","5.58M","1.62%"
"Jun 28, 2016","173.82","172.85","173.86","172.20","5.64M","1.53%"
"Jun 27, 2016","171.20","172.48","172.48","170.37","7.69M","-1.47%"
"Jun 24, 2016","173.76","174.55","176.68","173.30","11.38M","-3.36%"
"Jun 23, 2016","179.81","179.02","179.83","178.67","2.95M","1.26%"
"Jun 22, 2016","177.57","178.23","178.95","177.43","2.97M","-0.28%"
"Jun 21, 2016","178.06","178.12","178.53","177.73","1.85M","0.15%"
"Jun 20, 2016","177.80","178.40","179.23","177.76","2.96M","0.73%"
"Jun 17, 2016","176.52","177.15","177.15","175.77","2.75M","-0.53%"
"Jun 16, 2016","177.46","175.73","177.66","174.80","5.57M","0.50%"
"Jun 15, 2016","176.57","177.25","177.84","176.38","2.47M","-0.14%"
"Jun 14, 2016","176.81","177.00","177.42","176.00","3.64M","-0.31%"
"Jun 13, 2016","177.36","178.00","179.00","177.36","5.11M","-0.76%"
"Jun 10, 2016","178.71","178.70","179.24","178.11","4.13M","-0.65%"
"Jun 09, 2016","179.88","179.37","180.04","179.14","2.14M","-0.10%"
"Jun 08, 2016","180.06","179.67","180.18","179.54","1.71M","0.38%"
"Jun 07, 2016","179.38","179.46","179.99","179.34","1.57M","0.11%"
"Jun 06, 2016","179.18","178.49","179.46","178.41","2.72M","0.63%"
"Jun 03, 2016","178.06","177.87","178.29","176.84","4.37M","-0.12%"
"Jun 02, 2016","178.28","177.30","178.31","176.98","1.97M","0.31%"
"Jun 01, 2016","177.73","176.98","177.97","176.55","2.48M","0.05%"
"May 31, 2016","177.65","178.98","178.98","177.13","2.40M","-0.48%"
"May 27, 2016","178.50","178.22","178.59","178.06","1.63M","0.24%"
"May 26, 2016","178.08","178.49","178.69","177.82","2.26M","-0.11%"
"May 25, 2016","178.28","177.50","178.74","177.45","2.73M","0.80%"
"May 24, 2016","176.86","175.76","177.23","175.65","2.80M","1.19%"
"May 23, 2016","174.78","174.84","175.33","174.60","1.74M","0.01%"
"May 20, 2016","174.76","174.72","175.54","174.51","2.75M","0.05%"
"May 19, 2016","174.68","174.95","175.20","173.67","5.09M","-0.54%"
"May 18, 2016","175.63","175.08","176.73","174.53","4.10M","0.04%"
"May 17, 2016","175.56","176.91","177.24","174.92","3.35M","-0.96%"
"May 16, 2016","177.26","175.69","177.70","175.58","2.39M","1.01%"
"May 13, 2016","175.48","176.90","177.52","175.26","3.34M","-1.09%"
"May 12, 2016","177.42","177.81","178.12","176.40","2.53M","0.07%"
"May 11, 2016","177.30","178.70","178.94","177.26","2.70M","-1.06%"
"May 10, 2016","179.20","177.72","179.27","177.64","2.87M","1.25%"
"May 09, 2016","176.98","177.25","177.76","176.62","1.92M","-0.20%"
"May 06, 2016","177.34","175.69","177.40","175.68","2.94M","0.51%"
"May 05, 2016","176.44","176.83","177.22","176.00","1.78M","0.07%"
"May 04, 2016","176.32","176.38","177.21","175.90","3.45M","-0.55%"
"May 03, 2016","177.30","177.48","177.83","176.48","4.64M","-0.78%"
"May 02, 2016","178.70","178.08","178.91","177.51","2.46M","0.63%"
"Apr 29, 2016","177.59","177.40","177.95","176.29","5.50M","-0.34%"
"Apr 28, 2016","178.20","179.06","180.15","177.74","3.55M","-1.14%"
"Apr 27, 2016","180.25","179.12","180.65","178.99","3.57M","0.34%"
"Apr 26, 2016","179.64","179.84","180.26","179.11","2.24M","0.06%"
"Apr 25, 2016","179.54","179.23","179.59","178.33","2.49M","-0.20%"
"Apr 22, 2016","179.90","179.61","180.08","178.87","2.41M","0.11%"
"Apr 21, 2016","179.70","180.64","180.88","179.42","2.76M","-0.58%"
"Apr 20, 2016","180.75","180.00","181.42","180.00","2.63M","0.24%"
"Apr 19, 2016","180.32","180.14","180.77","179.59","2.99M","0.30%"
"Apr 18, 2016","179.78","178.13","179.83","178.10","2.57M","0.62%"
"Apr 15, 2016","178.68","178.99","179.14","178.41","3.80M","-0.24%"
"Apr 14, 2016","179.11","179.03","179.50","178.75","3.69M","0.11%"
"Apr 13, 2016","178.92","178.00","179.02","177.92","5.40M","1.03%"
"Apr 12, 2016","177.09","175.73","177.28","175.36","3.59M","0.94%"
"Apr 11, 2016","175.44","176.12","177.17","175.41","3.24M","-0.13%"
"Apr 08, 2016","175.66","176.25","176.81","175.11","2.57M","0.21%"
"Apr 07, 2016","175.29","175.78","176.23","174.68","5.25M","-0.99%"
"Apr 06, 2016","177.04","175.86","177.09","175.24","4.09M","0.69%"
"Apr 05, 2016","175.82","176.08","176.96","175.57","5.44M","-0.73%"
"Apr 04, 2016","177.12","177.63","177.88","176.88","2.32M","-0.34%"
"Apr 01, 2016","177.72","175.71","177.85","175.41","4.04M","0.61%"
"Mar 31, 2016","176.64","176.93","177.30","176.43","3.16M","-0.14%"
"Mar 30, 2016","176.89","177.11","177.65","176.51","3.86M","0.47%"
"Mar 29, 2016","176.07","174.49","176.18","174.06","5.58M","0.54%"
"Mar 28, 2016","175.12","175.13","175.59","174.66","3.10M","0.10%"
"Mar 24, 2016","174.94","173.85","174.94","173.70","5.10M","0.07%"
"Mar 23, 2016","174.81","175.22","175.55","174.60","5.04M","-0.51%"
"Mar 22, 2016","175.70","175.30","176.26","175.15","3.98M","-0.18%"
"Mar 21, 2016","176.01","175.62","176.21","175.25","2.88M","0.18%"
"Mar 18, 2016","175.69","175.27","175.95","175.04","5.11M","0.43%"
"Mar 17, 2016","174.94","173.46","175.41","173.08","4.07M","0.85%"
"Mar 16, 2016","173.47","172.21","173.94","172.16","3.56M","0.48%"
"Mar 15, 2016","172.64","171.61","172.67","171.32","2.43M","0.13%"
"Mar 14, 2016","172.41","171.70","172.89","171.70","2.66M","0.10%"
"Mar 11, 2016","172.23","171.47","172.34","171.42","3.67M","1.28%"
"Mar 10, 2016","170.06","170.67","171.40","168.30","4.87M","0.02%"
"Mar 09, 2016","170.02","170.41","170.59","169.54","3.58M","0.24%"
"Mar 08, 2016","169.62","169.80","170.76","169.22","2.83M","-0.59%"
"Mar 07, 2016","170.62","169.37","170.93","169.30","3.24M","0.35%"
"Mar 04, 2016","170.02","169.53","170.55","168.92","3.52M","0.40%"
"Mar 03, 2016","169.35","168.73","169.39","168.12","2.97M","0.27%"
"Mar 02, 2016","168.89","168.02","168.93","167.55","3.11M","0.22%"
"Mar 01, 2016","168.52","166.01","168.59","165.71","3.91M","2.16%"
"Feb 29, 2016","164.96","166.16","167.21","164.96","3.49M","-0.79%"
"Feb 26, 2016","166.28","167.84","167.95","166.12","3.80M","-0.34%"
"Feb 25, 2016","166.84","165.03","166.84","164.40","5.27M","1.32%"
"Feb 24, 2016","164.67","162.60","164.90","161.47","8.00M","0.32%"
"Feb 23, 2016","164.15","165.61","165.76","163.84","6.05M","-1.08%"
"Feb 22, 2016","165.94","165.35","166.46","165.13","3.45M","1.37%"
"Feb 19, 2016","163.70","163.18","163.81","162.59","4.66M","-0.50%"
"Feb 18, 2016","164.52","165.33","165.45","164.29","5.19M","-0.25%"
"Feb 17, 2016","164.93","163.43","165.26","163.33","5.58M","1.68%"
"Feb 16, 2016","162.20","161.76","162.29","160.62","5.45M","1.39%"
"Feb 12, 2016","159.98","158.16","159.98","157.66","7.07M","2.03%"
"Feb 11, 2016","156.80","156.80","158.02","155.26","14.81M","-1.62%"
"Feb 10, 2016","159.39","160.98","162.30","159.23","8.21M","-0.53%"
"Feb 09, 2016","160.24","158.54","161.46","158.51","11.45M","-0.07%"
